Shape,date,time,title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(93.50995626300005, 27.76979299900006)",24/05/2017 14:00,14:00,Mudslide in on Sarli-Damin road,"Sarli-Damin road in Kurung Kumey district, near Lee village",25km,mudslide,rain,small,above_road,1,0,27.769793,93.50995626,India,Arunachal Pradesh,Iyaba,11.97
"(78.93631400000004, 30.99569400000007)",29/08/2016 08:00,08:00,Landslide on Gangotri Highway,"Gangotri Highway, Uttarakhand, India",exact,landslide,rain,medium,above_road,0,1,30.995694,78.936314,India,Uttaranchal,Dhumku,12.54
"(93.61899644100004, 27.047686428000077)",30/06/2017 11:00,23:00,Landslide threatens orphanage with collapse,"Jollang, Itanagar Sub-District, Papum Pare, Arunachal Pradesh, 791123",1km,landslide,downpour,medium,natural_slope,0,0,27.04768643,93.61899644,India,Arunachal Pradesh,Kaolakhat,46.51
"(94.20340026200006, 24.951781793000066)",01/07/2017 00:00,unknown,Landslide causes Ukhrul-Imphal road to sink,"NH-150, Ukhrul Central, Ukhrul, Manipur, 795142",1km,landslide,rain,small,below_road,0,0,24.95178179,94.20340026,India,Manipur,Manipur,26.94
"(73.28423262700005, 19.41286967900004)",29/08/2017 08:00,08:00,Train derailed by landslide,"Shahapur, Thane, Maharashtra",5km,landslide,rain,medium,above_road,0,0,19.41286968,73.28423263,India,Maharashtra,Shahapur,6.77
"(77.12130000000008, 31.036500000000046)",22/08/2015 04:30,04:00,Shimla-Kalka National Highway near Shoghi,Shimla-Kalka National Highway near Shoghi,5km,landslide,downpour,medium,above_road,0,0,31.0365,77.1213,India,Himachal Pradesh,Simla,6.51
"(75.32260000000008, 34.29520000000008)",08/06/2016 22:00,22:00,"Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India","Srinagar-Leh highway in Shutkady near Sonamarg, Ganderbal district, Jammu and Kashmir, India",5km,landslide,downpour,medium,above_road,0,0,34.2952,75.3226,India,Jammu and Kashmir,Sonamarg,2.72
"(73.77350000000007, 19.342100000000073)",02/08/2016 22:30,22:00,"Malshej ghat, Maharashtra, India","Malshej ghat, Maharashtra, India",1km,rock_fall,monsoon,medium,above_road,0,0,19.3421,73.7735,India,Maharashtra,Harischandra Range,13.44
"(73.92700000000008, 15.446500000000071)",18/06/2015 22:00,22:00,Dhaktebhat in Dongri village of St Andre constituency,Dhaktebhat in Dongri village of St Andre constituency,10km,landslide,continuous_rain,medium,unknown,0,0,15.4465,73.927,India,Goa,Goa Dabolim,12.27
"(83.62990000000008, 19.149700000000053)",03/08/2014 09:00,09:00,"Rayagada, Odisha","Rayagada, Odisha",25km,landslide,continuous_rain,small,above_road,0,0,19.1497,83.6299,India,Andhra Pradesh,Gunupur,20.87
"(80.25650000000007, 29.800200000000075)",30/06/2016 22:00,22:00,"Didihat, Uttarakhand, India","Didihat, Uttarakhand, India",1km,mudslide,monsoon,large,unknown,0,0,29.8002,80.2565,India,Uttaranchal,Tham,9.46
"(77.63770000000005, 10.237900000000025)",27/10/2014 09:00,09:00,Dum Dum Parai,Dum Dum Parai,25km,rock_fall,downpour,medium,above_road,0,0,10.2379,77.6377,India,Tamil Nadu,Devadanappatti,10.41
"(95.34290000000004, 28.92050000000006)",26/06/2014 23:00,23:00,Arunachal Pradesh,Arunachal Pradesh,unknown,landslide,continuous_rain,medium,above_road,0,0,28.9205,95.3429,India,Arunachal Pradesh,Nyereng,31.81
"(93.87100000000004, 27.643800000000056)",12/06/2016 23:00,23:00,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India","NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",10km,landslide,downpour,medium,above_road,0,0,27.6438,93.871,India,Arunachal Pradesh,Zero,7.35
"(88.25100000000003, 27.007600000000025)",27/06/2015 23:00,23:00,"Old Monastery Road, Ghum","Old Monastery Road, Ghum",1km,landslide,downpour,medium,unknown,1,0,27.0076,88.251,India,West Bengal,Darjeeling,3.79
"(91.85840000000007, 25.970300000000066)",06/09/2015 15:00,15:00,"Umling, Meghalaya 793102, India","Umling, Meghalaya 793102, India",1km,landslide,unknown,medium,above_road,0,0,25.9703,91.8584,India,Meghalaya,Pomahi,13.64
"(74.48380000000003, 33.630300000000034)",14/05/2015 09:00,09:00,"Poshiana, 27 km point of road from Bafliaz","Poshiana, 27 km point of road from Bafliaz",1km,landslide,downpour,small,above_road,0,0,33.6303,74.4838,India,Jammu and Kashmir,Pir Panjal Range,6.71
"(90.20230000000004, 25.514500000000055)",18/08/2015 09:00,09:00,Tura Civil Hospital,Tura Civil Hospital,1km,landslide,continuous_rain,medium,urban,0,0,25.5145,90.2023,India,Meghalaya,Tura,2.93
"(78.03700000000003, 32.24730000000005)",13/07/2015 23:00,23:00,"Spiti Valley, Himachal Pradesh","Spiti Valley, Himachal Pradesh",1km,landslide,continuous_rain,small,above_road,1,0,32.2473,78.037,India,Himachal Pradesh,Luling,3.62
"(77.57100000000008, 11.68300000000005)",22/08/2014 22:30,22:00,second hairpin bend near Varattupallam,second hairpin bend near Varattupallam,1km,other,downpour,medium,above_road,0,0,11.683,77.571,India,Tamil Nadu,Andiyur,12.13
"(77.28272548300004, 32.76390851600007)",29/06/2017 00:00,00:00,Landslide on Manali-Leh highway,"Patseu, Lahul & Spiti, Himachal Pradesh",25km,landslide,rain,medium,above_road,0,0,32.76390852,77.28272548,India,Himachal Pradesh,Gushai,37.45
"(78.15140000000008, 29.953100000000063)",28/08/2013 18:00,18:00,Haridwar In Uttarakhand Province,Haridwar In Uttarakhand Province,25km,landslide,downpour,medium,unknown,0,5,29.9531,78.1514,India,Uttaranchal,Jwalapur,5.22
"(75.29660000000007, 33.08090000000004)",15/03/2015 23:00,23:00,Kheri,Kheri,50km,landslide,snowfall_snowmelt,medium,above_road,0,0,33.0809,75.2966,India,Jammu and Kashmir,Udhampur,23.7
"(74.86780000000005, 12.804100000000062)",04/07/2016 08:00,08:00,"Kallarakodi, Ullal, India","Kallarakodi, Ullal, India",5km,landslide,unknown,small,urban,0,0,12.8041,74.8678,India,Karnataka,Mangalore,7.67
"(91.87443370100004, 26.09748244000008)",19/07/2016 09:00,09:00,"12th Mile area at Jorabat, Meghalaya, India","12th Mile area at Jorabat, Meghalaya, India",25km,landslide,unknown,medium,natural_slope,0,1,26.09748244,91.8744337,India,Assam,Pomahi,0.67
"(88.45530000000008, 26.92820000000006)",04/07/2015 18:00,18:00,near Kalijhora,near Kalijhora,1km,landslide,unknown,small,natural_slope,0,0,26.9282,88.4553,India,West Bengal,Shaugaon,15.43
"(73.47030000000007, 18.783300000000054)",21/06/2015 00:00,00:00,"Ekvira Devi temple, Karla near Khandala","Ekvira Devi temple, Karla near Khandala",exact,landslide,continuous_rain,small,natural_slope,0,0,18.7833,73.4703,India,Maharashtra,Lonoavale,8.15
"(73.17030000000005, 20.53490000000005)",20/08/2014 18:00,18:00,Korwad village of Dharampur taluka in Valsad district,Korwad village of Dharampur taluka in Valsad district,25km,landslide,rain,medium,unknown,0,0,20.5349,73.1703,India,Gujarat,Dharampur,0.07
"(73.34700000000004, 18.763100000000065)",07/08/2015 03:30,03:00,Adoshi tunnel,Adoshi tunnel,5km,rock_fall,continuous_rain,small,above_road,0,0,18.7631,73.347,India,Maharashtra,Lonoavale,6.17
"(76.31940000000003, 32.19670000000008)",11/08/2015 23:00,23:00,Himachal Pradesh School Education Board,Himachal Pradesh School Education Board,1km,landslide,rain,medium,above_road,0,0,32.1967,76.3194,India,Himachal Pradesh,Dharmsala,2.69
"(78.09730000000008, 30.455400000000054)",16/07/2016 15:00,15:00,"Mussoorie-Tehri bypass, near Landour, Uttarakhand, India","Mussoorie-Tehri bypass, near Landour, Uttarakhand, India",5km,debris_flow,downpour,medium,above_road,0,0,30.4554,78.0973,India,Uttaranchal,Mussorie,2.63
"(93.77060000000006, 27.124900000000025)",01/10/2014 11:00,11:00,Karsingsa block point,Karsingsa block point,5km,landslide,unknown,small,above_road,5,0,27.1249,93.7706,India,Arunachal Pradesh,North Lakhimpur,35.56
"(76.30750000000006, 32.17640000000006)",12/08/2015 09:00,09:00,Dharamsala-Kangra state highway,Dharamsala-Kangra state highway,10km,landslide,monsoon,medium,above_road,0,0,32.1764,76.3075,India,Himachal Pradesh,Dharmsala,5.06
"(74.85860000000008, 12.81570000000005)",24/06/2016 23:00,23:00,"Maya Bar, Thokkottu, India","Maya Bar, Thokkottu, India",exact,landslide,downpour,medium,unknown,0,0,12.8157,74.8586,India,Karnataka,Mangalore,6.13
"(88.12180000000006, 27.102700000000027)",26/07/2016 23:00,23:00,"Finchaytaar, Lodhoma, Darjeeling, India","Finchaytaar, Lodhoma, Darjeeling, India",1km,landslide,downpour,unknown,unknown,0,0,27.1027,88.1218,India,West Bengal,Darjeeling,15.23
"(78.70750000000004, 10.831900000000076)",20/12/2015 09:00,09:00,sanjeevinagar area,sanjeevinagar area,1km,landslide,unknown,medium,unknown,4,0,10.8319,78.7075,India,Tamil Nadu,Tiruchchirappalli,3.33
"(92.72390000000007, 24.520200000000045)",18/05/2016 08:00,08:00,"Bilaipur, Hailakandi district, Assam, India","Bilaipur, Hailakandi district, Assam, India",1km,landslide,continuous_rain,unknown,unknown,2,0,24.5202,92.7239,India,Assam,Umednagar,12.05
"(76.95920000000007, 10.331600000000037)",09/05/2016 12:10,12:00,".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",".5 km away from Valparai Police Station at a construction site, Valparai, Tamil Nadu, India",1km,landslide,construction,small,mine,1,3,10.3316,76.9592,India,Tamil Nadu,Parambikolam,17.32
"(73.02000000000004, 19.186900000000037)",31/07/2016 11:00,11:00,"Parsik/ Nutan Tunnel on Central rail, near Diva, Mumbai, India","Parsik/ Nutan Tunnel on Central rail, near Diva, Mumbai, India",1km,mudslide,downpour,medium,above_road,0,0,19.1869,73.02,India,Maharashtra,Dombivli,7.14
"(92.74630000000008, 23.732700000000023)",14/07/2014 18:00,18:00,"Zembabawk, Aizawl","Zembabawk, Aizawl",5km,landslide,downpour,medium,unknown,1,2,23.7327,92.7463,India,Mizoram,Aizwal,6.3
"(74.40160000000003, 34.09780000000006)",03/04/2015 15:00,15:00,Nambilnar,Nambilnar,1km,landslide,continuous_rain,medium,natural_slope,0,0,34.0978,74.4016,India,Jammu and Kashmir,Gulmarg,4.14
"(73.34700000000004, 18.76320000000004)",19/07/2015 15:00,15:00,"Adoshi Tunnel, Mumbai-Pune Expressway","Adoshi Tunnel, Mumbai-Pune Expressway",exact,landslide,continuous_rain,small,above_road,3,4,18.7632,73.347,India,Maharashtra,Lonoavale,6.17
"(75.19690000000008, 33.33430000000004)",22/03/2015 23:00,23:00,Jammu-Srinagar national highway,Jammu-Srinagar national highway,50km,landslide,snowfall_snowmelt,medium,above_road,0,0,33.3343,75.1969,India,Jammu and Kashmir,Gund,11.06
"(92.49430000000007, 24.46380000000005)",18/05/2016 08:00,08:00,"Sonachirra, Karimganj district, Assam, India","Sonachirra, Karimganj district, Assam, India",10km,landslide,continuous_rain,medium,natural_slope,5,0,24.4638,92.4943,India,Assam,Kukichara,8.04
"(82.85550000000006, 18.773400000000038)",15/09/2015 18:00,18:00,railway tracks between Dumriput and Damanjodi,railway tracks between Dumriput and Damanjodi,5km,rock_fall,downpour,medium,above_road,0,0,18.7734,82.8555,India,Orissa,Semiliguda,8.01
"(75.26400000000007, 32.61730000000006)",20/08/2015 23:00,23:00,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,Morha Kalana of panchyat Dhannuparole in Tehsil Ramkot,5km,landslide,unknown,medium,unknown,0,0,32.6173,75.264,India,Jammu and Kashmir,Ramnagar,21
"(92.35760000000005, 24.866900000000044)",09/05/2014 23:00,23:00,"Satgarakul Village, Karimganj, Assam State","Satgarakul Village, Karimganj, Assam State",1km,landslide,rain,small,unknown,7,0,24.8669,92.3576,India,Assam,Karimganj,0.33
"(77.17659766900005, 32.18685848200005)",25/02/2011 00:00,09:00,near miss,"road near Manali, Kullu",25km,rock_fall,continuous_rain,medium,unknown,0,0,32.18685848,77.17659767,India,Himachal Pradesh,Shirir,13.34
"(74.21970000000005, 15.705100000000073)",10/12/2013 10:30,10:00,"Kankumbi, Karnataka","Kankumbi, Karnataka",1km,landslide,mining,small,unknown,0,4,15.7051,74.2197,India,Karnataka,Kankumbi,1.26
"(94.49220000000008, 26.16990000000004)",11/07/2016 23:00,23:00,"North Point Colony, Akuluto, Nagaland, India","North Point Colony, Akuluto, Nagaland, India",1km,landslide,unknown,large,unknown,0,0,26.1699,94.4922,India,Nagaland,Nagaland,8.68
"(94.13830000000007, 25.480000000000075)",25/07/2016 12:30,12:00,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India","Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",1km,landslide,continuous_rain,medium,above_road,0,1,25.48,94.1383,India,Manipur,Sochumei,9.93
"(80.65260000000006, 16.514500000000055)",02/06/2016 02:00,02:00,Gunadala hill of Vijayawada,Gunadala hill of Vijayawada,5km,rock_fall,downpour,small,natural_slope,1,1,16.5145,80.6526,India,Andhra Pradesh,Vijayawada,2.34
"(74.97810000000004, 33.89110000000005)",15/03/2015 18:00,18:00,House collapses in landslide,"Sonrigund Malangpora, Pulwama",1km,landslide,continuous_rain,small,unknown,1,1,33.8911,74.9781,India,Jammu and Kashmir,Awantipur,1.23
"(74.94550000000004, 33.006800000000055)",05/08/2016 00:00,00:00,"Banganga-Ardhkuwari road, enroute to he cave shrine of Mata Vaishnodevi in Jammu and Kashmir’s Reasi district","Banganga-Ardhkuwari road, enroute to he cave shrine of Mata Vaishnodevi in Jammu and Kashmir’s Reasi district",5km,landslide,downpour,medium,above_road,5,8,33.0068,74.9455,India,Jammu and Kashmir,Riasi,13.85
"(94.10510000000005, 25.627800000000036)",19/08/2015 15:00,15:00,Phesama,Phesama,5km,landslide,continuous_rain,medium,above_road,0,0,25.6278,94.1051,India,Nagaland,Sochumei,21.24
"(91.71740000000005, 23.01370000000003)",14/08/2014 23:00,23:00,Sabroom,Sabroom,5km,mudslide,downpour,medium,unknown,3,0,23.0137,91.7174,India,Tripura,Chingri Khal,25.51
"(75.44810000000007, 33.126100000000065)",06/11/2014 18:00,18:00,"Chakwa bridge, 9 kilomters short of Doda","Chakwa bridge, 9 kilomters short of Doda",5km,landslide,unknown,medium,above_road,0,0,33.1261,75.4481,India,Jammu and Kashmir,Doda,9.58
"(73.18220000000008, 18.51580000000007)",07/05/2014 17:30,17:00,"Raigad District, Maharashtra","Raigad District, Maharashtra",25km,landslide,rain,small,above_road,0,0,18.5158,73.1822,India,Maharashtra,Pali,4.43
"(91.76450000000006, 26.140700000000038)",26/06/2014 23:00,23:00,Narakasur,Narakasur,5km,landslide,continuous_rain,small,unknown,3,0,26.1407,91.7645,India,Assam,Gauhati,4.96
"(77.31200000000007, 8.211700000000064)",20/05/2016 01:10,01:00,"Eraniel station,  Kanyakumari district, India","Eraniel station,  Kanyakumari district, India",1km,landslide,unknown,small,above_road,0,0,8.2117,77.312,India,Tamil Nadu,Kolachel,7.11
"(85.34920000000005, 24.54400000000004)",09/08/2014 08:00,08:00,Baskatwa in Gaya district,Baskatwa in Gaya district,50km,rock_fall,unknown,medium,unknown,0,0,24.544,85.3492,India,Bihar,Fatehpur,17.52
"(90.21500000000003, 25.511400000000037)",16/06/2015 06:15,06:00,"Nakham Bazaar, Tura, Meghalaya","Nakham Bazaar, Tura, Meghalaya",1km,landslide,downpour,medium,urban,4,0,25.5114,90.215,India,Meghalaya,Tura,1.82
"(73.17420000000004, 17.586100000000044)",22/06/2015 03:30,03:00,Dabhol village of Maharashtra's Ratnagiri district,Dabhol village of Maharashtra's Ratnagiri district,5km,landslide,downpour,medium,unknown,12,0,17.5861,73.1742,India,Maharashtra,Mahar Wari,18.53
"(77.61770000000007, 12.936800000000062)",09/07/2016 23:00,23:00,"Koramangala, Bengaluru, Karnataka, India","Koramangala, Bengaluru, Karnataka, India",5km,mudslide,construction,medium,urban,3,1,12.9368,77.6177,India,Karnataka,Bangalore,5.31
"(94.35510000000005, 24.819000000000074)",31/07/2015 09:00,09:00,Phungyar road,Phungyar road,10km,landslide,continuous_rain,medium,below_road,0,0,24.819,94.3551,India,Manipur,Chattrik,30.9
"(77.10430000000008, 31.686500000000024)",31/07/2016 23:00,23:00,"Hanogi on the Mandi-Kullu National Highway (NH-21), Himachal Pradesh, India","Hanogi on the Mandi-Kullu National Highway (NH-21), Himachal Pradesh, India",5km,landslide,rain,medium,above_road,0,2,31.6865,77.1043,India,Himachal Pradesh,Pandoh,4.81
"(85.62850000000003, 24.699700000000064)",05/06/2016 23:00,23:00,"Kakolat Falls, Rajauli Sub-division, India","Kakolat Falls, Rajauli Sub-division, India",1km,rock_fall,downpour,medium,natural_slope,0,0,24.6997,85.6285,India,Bihar,Rajauli,14.95
"(94.78440000000006, 25.870200000000068)",28/07/2016 23:00,23:00,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India","Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",1km,landslide,downpour,medium,retaining_wall,0,0,25.8702,94.7844,India,Nagaland,Lukami,16.74
"(74.24530000000004, 33.684600000000046)",15/03/2015 18:00,18:00,Haari village of Poonch district,Haari village of Poonch district,25km,mudslide,snowfall_snowmelt,medium,unknown,1,0,33.6846,74.2453,India,Jammu and Kashmir,Rajpur,14.43
"(77.27910000000008, 28.574600000000032)",24/12/2015 10:00,10:00,New Friends Colony,New Friends Colony,5km,landslide,construction,small,natural_slope,1,5,28.5746,77.2791,India,Delhi,Safdarjung,7.21
"(78.13460000000003, 31.521600000000035)",20/08/2014 23:00,23:00,near Meeru on Chulling-Tapri road,near Meeru on Chulling-Tapri road,5km,landslide,unknown,medium,above_road,2,0,31.5216,78.1346,India,Himachal Pradesh,Oling,3.25
"(94.03960000000006, 24.107700000000023)",01/08/2015 06:30,06:00,Joumol of Chandel district,Joumol of Chandel district,25km,landslide,continuous_rain,large,deforested_slope,21,0,24.1077,94.0396,India,Manipur,Jun,13.94
"(82.95650000000006, 18.32970000000006)",12/10/2014 18:00,18:00,Medrasula village of Madula panchayat of Araku mandal,Medrasula village of Madula panchayat of Araku mandal,50km,debris_flow,tropical_cyclone,medium,unknown,5,0,18.3297,82.9565,India,Andhra Pradesh,Araku,11.27
"(77.86440000000005, 30.70070000000004)",23/05/2016 01:00,01:00,"Chakrata, Uttarakhand, India","Chakrata, Uttarakhand, India",1km,rock_fall,rain,small,unknown,10,5,30.7007,77.8644,India,Uttaranchal,Deoban,5.8
"(77.39570000000003, 28.636300000000062)",05/01/2015 09:00,09:00,Hindon River in Ghaziabad,Hindon River in Ghaziabad,1km,other,unknown,small,below_road,0,0,28.6363,77.3957,India,Uttar Pradesh,Ghaziabad,3.89
"(74.24930000000006, 34.538200000000074)",17/08/2014 18:00,18:00,Rengpeth village,Rengpeth village,50km,landslide,downpour,medium,unknown,0,0,34.5382,74.2493,India,Jammu and Kashmir,Nutnus,9.38
"(74.52640000000008, 33.62960000000004)",02/07/2016 08:00,08:00,"43 km-point on Mughal Road, Poonch district, Jammu and Kashmir, India","43 km-point on Mughal Road, Poonch district, Jammu and Kashmir, India",25km,landslide,unknown,medium,above_road,0,0,33.6296,74.5264,India,Jammu and Kashmir,Pir Panjal Range,2.79
"(73.34710000000007, 18.763100000000065)",15/08/2015 07:30,07:00,Adoshi Tunnel,Adoshi Tunnel,1km,rock_fall,monsoon,small,above_road,0,3,18.7631,73.3471,India,Maharashtra,Lonoavale,6.16
"(74.11800000000005, 14.80090000000007)",11/10/2016 03:30,03:00,NH 66 at Mudaga,NH 66 at Mudaga,10km,landslide,downpour,medium,above_road,0,0,14.8009,74.118,India,Karnataka,Karwar,1.94
"(73.89110000000005, 15.373900000000049)",23/06/2016 09:00,09:00,"Vollant, Vasco, behind the KTC bus stand, Goa, India","Vollant, Vasco, behind the KTC bus stand, Goa, India",5km,rock_fall,downpour,medium,natural_slope,0,0,15.3739,73.8911,India,Goa,Goa Dabolim,6.19
"(78.06480000000005, 30.30600000000004)",22/05/2016 15:00,15:00,"Chetra Village, Dehradun, India","Chetra Village, Dehradun, India",25km,rock_fall,rain,small,mine,10,6,30.306,78.0648,India,Uttaranchal,Dehra Dun,3.5
